"organid"	"sentence"
"Part12_019Tietjerk"	"De pompboom is samen met het windzicht aangebracht in de rechterzijwand."
"Part12_019Tietjerk"	"De tremulant is een inliggend exemplaar."
"Part12_019Tietjerk"	"Alle onderdelen van de klaviatuur zijn authentiek."
"Part12_019Tietjerk"	"De beide handklavieren hebben ivoorbeleg op ondertoetsen en frontons dat met nageltjes bevestigd is."
"Part12_019Tietjerk"	"De registerknoppen van de sprekende registers zijn in een enkele horizontale rij boven de lessenaar geplaatst."
"Part12_019Tietjerk"	"De knoppen van de werktuiglijke registers zijn aan weerszijden van de lessenaar aangebracht, aan beide zijden drie knoppen."
"Part12_019Tietjerk"	"De registerknoppen zijn van witte porseleinen naamplaatjes voorzien, de belettering is zwart, in romein uitgevoerd."
"Part12_019Tietjerk"	"Van de 48 eiken pijpen (C-h Bourdon 16', C-H Hohlpijp 8', C-H Roerfluit 8') zijn er 12 van de Bourdon 16' tegen de rechterzijwand afgevoerd geplaatst (C-Gis B c d e)."
"Part12_019Tietjerk"	"Tegen de linkerzijwand staan dis, f, g ,a ,h van de Bourdon 16' en G, A, H van de Hohlpijp 8'."
"Part12_019Tietjerk"	"Verder zijn boven de cancellen van het groot octaaf meerdere pijpen boven de laden afgevoerd."
"Part12_019Tietjerk"	"De Melophone 8' is van C-H gecombineerd met de Prestant 8'; de Viola di Gamba 8' met de Roerfluit 8'."
"Part12_019Tietjerk"	"De Roerfluit 4' is vanaf c1 cilindrisch, open."
"Part12_019Tietjerk"	"De Woudfluit is geheel open, cilindrisch."
"Part12_019Tietjerk"	"Expressions zijn toegepast bij de Prestant 8' (c1-h2), de Octaaf 4' (C-h1), de Octaaf 2' (C-h), de Melophone 8' (c-h2, met zijbaarden aan de stemuitsnijdingen), de Viola di Gamba 8' (alle pijpen) en de Salicionaal 4' (C-h1)."
"Part12_019Tietjerk"	"Stemkrullen zijn toegepast bij de Roerfluit 4' (c1-cis2) en de Woudfluit 2' (C-a2)."
"Part12_019Tietjerk"	"Het tongwerk is voorzien van metalen stevels zonder voetspitsen en zonder messing band."
"Part12_019Tietjerk"	"De koppen zijn van lood."
"Part12_019Tietjerk"	"De bekers zijn van metaal, C-Fis met onderconus, C-D met wijde cilindrische beker, vanaf E via enge, steeds wijder wordende trechtervormige bovendelen een overgang vormend naar normale trechtervormige bekers vanaf G."
"Part12_020Tricht"	"De orgelkas is van naaldhout."
"Part12_020Tricht"	"De windvoorziening bevindt zich in de onderkas."
"Part12_020Tricht"	"De originele trapinstallatie, aan de achterzijde van het orgel, is nog aanwezig."
"Part12_020Tricht"	"De klaviatuur is geheel origineel."
"Part12_020Tricht"	"De registerknoppen zijn in een horizontale rij boven de lessenaar aangebracht en elk voorzien van een ivoren knopje."
"Part12_020Tricht"	"De registernamen zijn op labels boven de knoppen aangebracht."
"Part12_020Tricht"	"Voor HW en NW is een gecombineerde lade met twee ventielkasten aanwezig."
"Part12_020Tricht"	"De registers van het HW staan daarop direct achter het front, die van het NW achteraan."
"Part12_020Tricht"	"De indeling van de lade is als volgt: C-Gis in het midden, aan de beide zijkanten samen A-b in tertsopstelling, het vervolg daar tussen in van binnen naar buiten aflopend."
"Part12_020Tricht"	"De Prestant 8' staat van C-e in het front (C-Fis in de middentoren en G-e in de zijtorens), de tussenvelden zijn stom."
"Part12_020Tricht"	"De bas van de Bourdon 16' is van eiken, de discant is van metaal."
"Part12_020Tricht"	"De Cornet staat op een verhoogde bank."
"Part12_020Tricht"	"C-H van de Holpijp 8' (NW) zijn van eiken, het vervolg is van metaal."
"Part12_020Tricht"	"De Salicionaal 8' is van C-Gis gecombineerd met de Holpijp."
"Part12_020Tricht"	"Het hoogste octaaf van de Roerfluit 4' is open, cilindrisch."
"Part12_021Zevenaar"	"Deling B/D tussen h en c1."
"Part12_021Zevenaar"	"Bij de bouw van dit orgel maken de gebroeders Gradussen gebruik van een grote hoeveelheid pijpwerk uit het instrument dat Wilhelm Rütter in 1846 voltooide."
"Part12_021Zevenaar"	"Volgens het contract uit 1844 had dit instrument de volgende dispositie:    pedalkoppel ventil twee balgen  Volgens het contract waren C-c2 van de Bourdon 16', C-c1 van de Hohlpfeife 8' en C-c van de Flauto 4' (HW) van hout."
"Part12_021Zevenaar"	"De Mixtuur had op C de samenstelling 2, 1 1/3 1 en de Cornet op c1 de samenstelling 4, 2 2/3, 2, 1 3/5."
"Part12_021Zevenaar"	"Op het Pos waren C-c1 van de Bourdon 8', C-H van de Salicional 8', de Schweizerflöte D 8' (grenen en vuren), de Flauto traverso 4' (kersen, overblazend) en C-c van de Flauto dulce 4' van hout."
"Part12_021Zevenaar"	"De Blockflöte 1' van het Ped was van metaal, de overige stemmen van het Ped waren van hout."
"Part12_021Zevenaar"	"De tongwerken hadden mondstukken (kelen) en stemkrukken van messing en tongen van ´Neusilber´."
"Part12_021Zevenaar"	"In 1887 vervaardigden de gebroeders Gradussen een nieuwe naaldhouten kas met een loos front boven de klaviatuur."
"Part12_021Zevenaar"	"De lange zijde (naar het midden van de galerij) is afgesloten met deuren, luiken en gaas."
"Part12_021Zevenaar"	"Het Ped werd verwijderd."
"Part12_021Zevenaar"	"De klaviatuur is vermoedelijk van Gradussen, maar wijkt op details af van de bij hen gebruikelijke aanleg."
"Part12_021Zevenaar"	"Zo ontbreekt hier bijvoorbeeld een trede voor de Prestant 8'."
"Part12_021Zevenaar"	"De registertrekkers zijn rond en boven de lessenaarbak aangebracht."
"Part12_021Zevenaar"	"Boven de klavieren is een koperen naamplaatje van de firma Franssen aanwezig."
"Part12_021Zevenaar"	"De registeropschriften dateren uit verschillende perioden."
"Part12_021Zevenaar"	"De windladen dateren uit 1846."
"Part12_021Zevenaar"	"Het pijpwerk van het HW staat opgesteld op twee windladen, in hele tonen naar buiten toe aflopend."
"Part12_021Zevenaar"	"Daarbij staat de Prestant 8' aan de muurzijde en de Trompet 8' aan de zijde van de galerij."
"Part12_021Zevenaar"	"Tussen de laden is enig houten pijpwerk geplaatst."
"Part12_021Zevenaar"	"De lade van het OP is chromatisch met de Roerfluit 8' (op de plaats van het oorspronkelijke tongwerk) aan de muurzijde en de Viola di Gamba 8' aan de zijde van de galerij."
"Part12_021Zevenaar"	"De Prestant 8' dateert vermoedelijk deels uit 1846 en deels uit 1887 en is voorzien van expressions."
"Part12_021Zevenaar"	"C-h1 van de Bourdon 16' (1846) zijn van hout, het vervolg is van metaal."
"Part12_021Zevenaar"	"De Salicionaal 8' is van Franssen (ca 1925) en bestaat uit fabriekspijpwerk met geperste labia en expressions; de grotere pijpen zijn van zink."
"Part12_021Zevenaar"	"De Quint 2 2/3' dateert uit 1968 en is deels voorzien van expressions."
"Part12_021Zevenaar"	"C-g van de Holpijp 8' (1846, gedekt) zijn van hout, het vervolg is van metaal."
"Part12_021Zevenaar"	"De Octaaf 4' (1846) is voorzien van expressions."
"Part12_021Zevenaar"	"De Fluit 4' (1846) heeft gedekte pijpen voor C-g1, het vervolg is open, conisch."
"Part12_021Zevenaar"	"De Octaaf 2' en de Piccolo 2' dateren uit 1846 en zijn open, cilindrisch."
"Part12_021Zevenaar"	"De Mixtuur (1846/1968) staat op één sleep."
"Part12_021Zevenaar"	"Daarnaast is een lege sleep aanwezig; de bijbehorende registerknop is verdwenen."
"Part12_021Zevenaar"	"De Trompet 8' (1968) staat op twee slepen die thans met elkaar verbonden zijn."
"Part12_021Zevenaar"	"Oorspronkelijk was dit register dus gedeeld."
"Part12_021Zevenaar"	"De Viola di Gamba 8' van het OP dateert uit 1887 en is van C-H gedekt (Quintadeen)."
"Part12_021Zevenaar"	"De Vox Celeste 8' (ca 1925) begint op c."
"Part12_021Zevenaar"	"Van de Bourdon B/D 8' (1846) zijn C-H van hout."
"Part12_021Zevenaar"	"De Gemshoorn 4' (ca 1925) is voorzien van expressions en boogvormige opsneden."
"Part12_021Zevenaar"	"De Fluit harmonique 4' (1887) is in de discant overblazend."
"Part12_021Zevenaar"	"De Woudfluit 2' (1968) is open, cilindrisch."
"Part12_021Zevenaar"	"De Roerfluit 8' (ca 1925) heeft gedekte houten pijpen voor C-H en staat op twee met elkaar doorverbonden slepen."
"Part12_021Zevenaar"	"Oorspronkelijk stond hier de Krummhorn B/D 8'."
"Part12_022Zieuwent"	"De frontzijde en de zijwanden van de orgelkas zijn van eiken."
"Part12_022Zieuwent"	"Het dak en het grootste deel van de achterwand zijn van naaldhout."
"Part12_022Zieuwent"	"De vrijstaande speeltafel is zo geplaatst dat de organist met zijn rug naar het orgel zit."
"Part12_022Zieuwent"	"De registerknopjes zijn in terrassen aan weerzijden van de handklavieren aangebracht en moeten bij het opentrekken iets worden opgetild."
"Part12_022Zieuwent"	"Daaronder zijn de knoppen ten behoeve van de vrije combinatie geplaatst."
"Part12_022Zieuwent"	"Het knopje voor de Tremulant bevindt zich boven Man II. Boven de teenplank bevinden zich de treden voor Tutti, Vrije Combinatie en de bijbehorende oplosser."
"Part12_022Zieuwent"	"Het naamplaatje van ´Orgelbau Anstalt Franz Eggert Paderborn´ is nog aanwezig."
"Part12_022Zieuwent"	"Het orgel heeft voor alledrie de werken kegelladen met mechanische toetstractuur en pneumatische registertractuur."
"Part12_022Zieuwent"	"De lade van het HW ligt ter hoogte van het front en is ingedeeld in hele tonen vanuit het midden naar weerszijden aflopend."
"Part12_022Zieuwent"	"De laden van OP en Ped zijn lager in de kas geplaatst en chromatisch ingedeeld."
"Part12_022Zieuwent"	"Tussen deze laden bevindt zich een stemgang."
"Part12_022Zieuwent"	"De Principal 8' van het HW staat van C-gis in het front (middenveld en aansluitende velden), het vervolg staat op de lade."
"Part12_022Zieuwent"	"Het pijpwerk heeft expressions)."
"Part12_022Zieuwent"	"De Bordun 16' is geheel van hout (gedekt)."
"Part12_022Zieuwent"	"Op de plaats van de oorspronkelijke Dolce 8' is in 1974 een nieuwe Sifflet 1' geplaatst."
"Part12_022Zieuwent"	"De Gedackt 8' heeft houten pijpen voor C-f2, het vervolg is van metaal (gedekt)."
"Part12_022Zieuwent"	"De Gambe 8' is geheel van metaal, met expressions."
"Part12_022Zieuwent"	"Ook de Octave 4' is geheel voorzien van expressions."
"Part12_022Zieuwent"	"Het hoogste octaaf van de Rohrflöte 4' is open, conisch."
"Part12_022Zieuwent"	"De Octave 2' is gedeeltelijk voorzien van expressions."
"Part12_022Zieuwent"	"De Trompete 8' heeft metalen stevels, koppen en bekers."
"Part12_022Zieuwent"	"In het hoogste octaaf hebben de bekers dubbele lengte."
"Part12_022Zieuwent"	"C-Dis van de Geigenprincipal 8' (OP) zijn van hout, open."
"Part12_022Zieuwent"	"E-B staan in het front (rechter veld), het vervolg staat op de lade."
"Part12_022Zieuwent"	"Van de Lieblich Gedackt 8' zijn C-f2 van hout (gedekt), het vervolg is van metaal, open, cilindrisch."
"Part12_022Zieuwent"	"De Flauto amabile 8' is van C-H gecombineerd met de Lieblich Gedackt 8', het vervolg is van hout (gedekt)."
"Part12_022Zieuwent"	"De Aeoline 8' begint op C; de grootste pijpen zijn van zink."
"Part12_022Zieuwent"	"De Quint 2 2/3' begint op c en bevat het pijpwerk van de oorspronkelijke Salicional 8' die in 1974 werd ingekort."
"Part12_022Zieuwent"	"De Fl. harmonique 4' is van C-h open, cilindrisch (met expressions) en in de discant overblazend."
"Part12_022Zieuwent"	"De Gemshorn 2' was oorspronkelijk een vier-voets register."
"Part12_022Zieuwent"	"C-f2 bevatten oud pijpwerk (open, conisch), het overige pijpwerk is cilindrisch."
"Part12_022Zieuwent"	"De Violon 16' van het Ped is van hout, open met rolbaarden."
"Part12_022Zieuwent"	"De Subbass 16' is van hout, gedekt."
"Part12_022Zieuwent"	"De Oct."
"Part12_022Zieuwent"	"Bass 8' is geheel van hout, open."
"Part12_022Zieuwent"	"De Melofoon 4' bevat het ingekorte pijpwerk van de oorspronkelijke Cello 8'."
"Part12_022Zieuwent"	"De Posaune 16' heeft houten stevels en bekers en metalen koppen."
"Part12_023Baard"	"De orgelkas is van naaldhout."
"Part12_023Baard"	"In het front spreken pijpen van de Prestant 8' (C-e1, de pijpen in de torens en enkele pijpen in de onderste tussenvelden)."
"Part12_023Baard"	"Het handklavier is een eiken staartklavier met ivoren beleg op de ondertoetsen."
"Part12_023Baard"	"Het eiken pedaalklavier heeft korte boventoetsen van gelijke lengte."
"Part12_023Baard"	"De registerknoppen, met witte porseleinen naamplaatjes, zijn in een horizontale rij boven de lessenaar geplaatst."
"Part12_023Baard"	"Het windtoestel is onder in de kas geplaatst."
"Part12_023Baard"	"De magazijnbalg heeft één inspringende vouw; de handpompboom is tegen de achterwand aan gemonteerd."
"Part12_023Baard"	"Het windkanaal is van eiken, het ventiel is uitgevoerd als sleepje in een klos met een rond gat."
"Part12_023Baard"	"Van de windlade zijn het cancellenraam en de ventielkast van eiken; stokken en roosters zijn van mahonie."
"Part12_023Baard"	"De ventielkast wordt afgesloten door middel van drie opliggende voorslagen."
"Part12_023Baard"	"De cancelvolgorde van de lade is: fis d B Gis c e gis/e3 (hele tonen) b/Fis E D C Cis Dis F/a (hele tonen) f3/g dis H G A cis f."
"Part12_023Baard"	"De lade heeft nog een onbenutte sleep, de laatste, gerekend vanaf de frontzijde."
"Part12_023Baard"	"Er is voor deze sleep geen registermechaniek aangebracht."
"Part12_023Baard"	"Voor de Prestant 8' is een kantsleep aanwezig."
"Part12_023Baard"	"Eiken pijpen bevinden zich in de Bourdon 8' (C-H, op vervoerstokken afgevoerd)."
"Part12_023Baard"	"De Melophone 8' is van C-H gecombineerd met de Prestant 8'; de Viola di Gamba 8' is van C-H gecombineerd met de Bourdon 8'."
"Part12_023Baard"	"De Melophone is van schuine voorbaardjes voorzien; bij de expressions zijn zijbaardjes aangebracht."
"Part12_023Baard"	"De discant van de Roerfluit 4' is open, cilindrisch."
"Part12_023Baard"	"De Woudfluit 2' is geheel open, cilindrisch."
"Part12_023Baard"	"Expressions zijn toegepast bij de gehele Prestant 8' en Viola di Gamba 8' en verder bij de Melophone 8' (c-h2), de Octaaf 4' (C-f2) en de Viola 4' (C-f2)."
"Part12_023Baard"	"Stemkrullen (vanaf de bovenrand ingesneden) komen voor bij de Roerfluit 4' (c1-f2) en de Woudfluit 2' (C-fis1)."
"Part12_024Berkhout"	"Deling B/D tussen h en c1."
"Part12_024Berkhout"	"Het orgel is door de opeenvolgende wijzigingen die grotendeels in eigen beheer plaatsvonden steeds verder van de originele staat afgeraakt."
"Part12_024Berkhout"	"De oorspronkelijke sleepvolgorde van het HW was: Prestant 8', Violon 8', Bourdon 16', Holpijp 8', Octaaf 4', Quintadeen 8', Mixtuur, Cornet, Roerfluit 4', Sup."
"Part12_024Berkhout"	"Octaaf 2', Trompet."
"Part12_024Berkhout"	"Een Quint 3' is nooit in deze dispositie gepland geweest."
"Part12_024Berkhout"	"De frontpijpen zijn van tin."
"Part12_024Berkhout"	"De vergulde labia zijn rond opgeworpen in de torens en spits geritst in de velden."
"Part12_024Berkhout"	"In de zijtorens en het onderfront spreken C-fis1 van de Prestant 8' en c-fis van de Violon 8'."
"Part12_024Berkhout"	"Het middenveld van het onderfront is stom."
"Part12_024Berkhout"	"In de middentoren en de ongedeelde velden van het bovenfront spreken E-fis1 van de Salicionaal 8' BW. De windvoorziening is onder in de kas geplaatst."
"Part12_024Berkhout"	"De windkanalen zijn van eiken."
"Part12_024Berkhout"	"De oorspronkelijke tremulant was een inliggend exemplaar."
"Part12_024Berkhout"	"Op het verhoogde dek van het horizontaal kanaaldeel, waarin afsluiting BW en tremulant zijn aangebracht, is thans een moderne poging tot tremulant geplaatst."
"Part12_024Berkhout"	"De handklavieren, de registerknoppen en de zijstukken van de orgelbank zijn origineel."
"Part12_024Berkhout"	"De eiken handklavieren zijn uitgevoerd als staartklavieren met origineel ivoorbeleg op de ondertoetsen."
"Part12_024Berkhout"	"De zwarte gedraaide registerknoppen zijn voorzien van witte porseleinen plaatjes met een zwarte belettering in gotisch schrift."
"Part12_024Berkhout"	"De registernaam Mixtuur is slecht leesbaar vanwege het ooit hierop geplakte opschrift voor de Bourdon 16' Ped."
"Part12_024Berkhout"	"Voor de Quintadeen is een eiken registerknop ‘model-bouwmarkt’ geplaatst."
"Part12_024Berkhout"	"De registeropschriften voor Quint 3', Mixtuur en Quintadeen zijn als strips, met lettertang van namen voorzien, op de kas geplakt."
"Part12_024Berkhout"	"Het pedaalklavier is een toegeleverd modern klavier."
"Part12_024Berkhout"	"De windladen zijn, wat cancellenramen en ventielkasten betreft, van eiken; stokken en roosters zijn van mahonie."
"Part12_024Berkhout"	"Beide laden hebben twee opliggende voorslagen."
"Part12_024Berkhout"	"De HW-lade is chromatisch ingedeeld als volgt: C-d g3-dis."
"Part12_024Berkhout"	"De BW-lade is ingedeeld in hele tonen, naar weerszijden aflopend vanuit C in het midden."
"Part12_024Berkhout"	"Eiken pijpen zijn toegepast voor de Bourdon 16' (C-g), de Holpijp 8' (C-G) en de Fluit dolce 8' (C-G)."
"Part12_024Berkhout"	"In de open ruimte aan de rechterzijkant, vanuit de kerk gezien, zijn drie vervoerstokken geplaatst, voor respectievelijk Gis-d en C-G van de Bourdon 16' en C-G van de Holpijp 8'."
"Part12_024Berkhout"	"In de vervoerstok van de Holpijp zijn nog drie ongebruikte gaten aanwezig."
"Part12_024Berkhout"	"Voor C-G van de Holpijp zijn de originele loden conducten nog aanwezig, evenals voor alle frontpijpen."
"Part12_024Berkhout"	"Afgezien van de plaatsing van deze houten pijpen is de vrije ruimte aan de rechterzijkant voldoende om een vrij pedaal te kunnen plaatsen."
"Part12_024Berkhout"	"Tussen lade en front zijn thans alleen dis-g van de Bourdon 16' op een vervoerstok geplaatst."
"Part12_024Berkhout"	"De sleep van de Prestant 8' is in 1888 als kantsleep uitgevoerd."
"Part12_024Berkhout"	"De Violon 8' begint op c."
"Part12_024Berkhout"	"Van de Roerfluit 4' zijn de kleinste 12 pijpen open, flauw conisch."
"Part12_024Berkhout"	"De moderne Mixtuur bestaat uit toegeleverd pijpwerk met ingeslagen productienummers en toonnamen."
"Part12_024Berkhout"	"De Quintadeen 8' begint op C en is geheel van metaal."
"Part12_024Berkhout"	"C-Dis van de Salicionaal 8' zijn thans stom."
"Part12_024Berkhout"	"Oorspronkelijk was voor die tonen een combinatie met de Fluit dolce aanwezig."
"Part12_024Berkhout"	"De Viola di Gambe 8' is van C-H gecombineerd met de Fluit dolce."
"Part12_024Berkhout"	"De Fluit travers 4' is van C-e gedekt, het vervolg is open, flauw conisch."
"Part12_024Berkhout"	"De Quintfluit 3' is van C-fis gedekt, het vervolg is open, cilindrisch."
"Part12_024Berkhout"	"De Nachthoorn 2' is conisch."
"Part12_024Berkhout"	"Expressions zijn toegepast bij alle binnenpijpen van Prestant 8', Violon 8', Salicionaal 8' en Viola di Gambe 8' en verder bij de Octaaf 4' (C-h), de Quint 3' (C-e), de Superoctaaf 2' (C-H), bij de grotere pijpen van de Mixtuur, en op het BW voorts bij de Salicet 4' (C-g1) en de Fluit travers 4' (f-e1)."
"Part12_024Berkhout"	"De tongwerken zijn uitgevoerd met mahonie stevels en koppen."
"Part12_024Berkhout"	"Bij de Trompet 8' zijn voor de tonen C-f mahonie kelen, samen met de koppen uit één stuk mahonie gemaakt, aangebracht, vanaf fis heeft het register messing kelen."
"Part12_024Berkhout"	"De Vox Humana 8' is een doorslaand tongwerk."
"Part12_024Berkhout"	"Op gis vindt een stevelrepetitie plaats."
"Part12_024Berkhout"	"Alle kelen zijn van mahonie, per toon vormen kop en keel één geheel."
"Part12_024Berkhout"	"Op de kelen zijn messing platen met daarin de doorslaande tong bevestigd."
"Part12_024Berkhout"	"De bekers zijn gemaakt als dubbelkegelmodel."
"Part12_025DeMeern"	"Het orgel is geheel origineel en is volgens de tekst op het front Ter ere Gods geschonken door Joh(annes) van O(ostrom) en M.P. Ao 1888."
"Part12_025DeMeern"	"Het pijpwerk is op gecombineerde laden geplaatst, verdeeld in een C- en een Cis-kant vanuit het midden oplopend."
"Part12_025DeMeern"	"De Prestant 8' staat van C-h2 in het front, het vervolg staat op de lade."
"Part12_025DeMeern"	"De hoogste vier frontpijpen links en rechts van het midden zijn stom."
"Part12_025DeMeern"	"C-g van de Bourdon 16' zijn van eiken en opgesteld tegen de beide zijwanden van de kas."
"Part12_025DeMeern"	"Het vervolg is van metaal (gedekt) en staat op de lade."
"Part12_025DeMeern"	"C-H van de Roer-fluit 8' zijn van hout (gedekt), het vervolg is van metaal met roeren."
"Part12_025DeMeern"	"De Octaaf 4' is van C-h1 voorzien van expressions."
"Part12_025DeMeern"	"De Doublet heeft expressions voor C-h."
"Part12_025DeMeern"	"De Trompet 8' is uitgevoerd in Franse factuur met metalen stevels en koppen."
"Part12_025DeMeern"	"C-H van de Holpijp 8' zijn van eiken, het vervolg is van metaal (gedekt)."
"Part12_025DeMeern"	"De Viola di Gamba 8' is van C-H gecombineerd met de Holpijp, het vervolg is van metaal met expressions."
"Part12_025DeMeern"	"C-h1 van de Roer-fluit 4' zijn van metaal met roeren, het vervolg is open, conisch."
"Part12_026Einighausen"	"Deling B/D tussen cis1 en d1."
"Part12_026Einighausen"	"De wijzigingen in 1952 zouden kunnen zijn uitgevoerd door Pierre H.A. Pereboom, getuige het naamplaatje dat nog aanwezig is."
"Part12_026Einighausen"	"De registerknoppen zijn in een horizontale rij boven de lessenaar aangebracht."
"Part12_026Einighausen"	"De Bourdon 16' is achter het orgel opgesteld."
"Part12_026Einighausen"	"Het pijpwerk van het GO is opgesteld in hele tonen: C en Cis in het midden, de overige pijpen naar weerszijden aflopend."
"Part12_026Einighausen"	"De ladevolgorde van deze registers is als volgt: Montre 8', Prestant 4', Viole de Gambe 8', Bourdon 8', Salicional 8', Flûte 4', Trompet 8'."
"Part12_026Einighausen"	"Behalve de Trompet 8' en de Bourdon 16' zijn alle registers origineel, evenals vrijwel alle andere onderdelen van het instrument."
"Part12_026Einighausen"	"F-a van de Montre 8' staan in het front (metaal)."
"Part12_026Einighausen"	"C-E zijn van hout, open, en in het orgel opgesteld: C en D achter het front, Dis en E dwars tussen de C- en Cis-lade."
"Part12_026Einighausen"	"Van de Bourdon 8' zijn C-dis van hout, gedekt, het vervolg is van metaal, gedekt."
"Part12_026Einighausen"	"C-F bevinden zich tussen de C- en de Cis-lade, Fis-dis zijn vóór de lade opgesteld."
"Part12_026Einighausen"	"De Viole de Gambe is geheel van metaal en voorzien van freins."
"Part12_026Einighausen"	"C-Dis bevinden zich direct achter het front, het overige pijpwerk staat op de lade."
"Part12_026Einighausen"	"Van de Salicional 8' is het groot octaaf gecombineerd met de Bourdon 8', het vervolg is van metaal."
"Part12_026Einighausen"	"De Flûte 4' is geheel van metaal, C-g1 zijn voorzien van een inwendig roer, het vervolg is conisch, open."
"Part12_026Einighausen"	"Bij de Trompet 8' zijn fis3 en g3 als labialen uitgevoerd."
"Part12_026Einighausen"	"Het open pijpwerk is, behalve de kleinste pijpen, voorzien van expressions."
"Part12_027Gouderak"	"Deling B/D tussen h en c1."
"Part12_027Gouderak"	"Volgens opschrift met jaartal 1887 op het frontbasement was dit orgel een schenking van de plaatselijke familie Smits."
"Part12_027Gouderak"	"De grootste frontpijp draagt de inscriptie ‘P. van Schieveen Presedend Kerkvoogd te Gouderak heeft de eerste pijp gezet den 18de Juni 1888’."
"Part12_027Gouderak"	"In de klavierlijsten zijn de signatuur van P. Flaes en het jaartal 1888 ingelegd."
"Part12_027Gouderak"	"In de kap van de middentoren zijn stembeurten van H.C. en G.A.D.J. Gabry aangetekend over de periode 1891-1932."
"Part12_027Gouderak"	"De registertrekkers voor HW en NW bevinden zich in een horizontale rij boven de lessenaarbak, die voor Ped en werktuiglijke registers in een verticale rij links daarvan."
"Part12_027Gouderak"	"De opschriften zijn op houten strips onder de knoppen aangebracht."
"Part12_027Gouderak"	"HW en NW staan op een gecombineerde lade, in hele tonen vanuit het midden aflopend met het NW aan de frontzijde en de C-kant boven de klaviatuur."
"Part12_027Gouderak"	"De windvoorziening bevindt zich onder deze lade."
"Part12_027Gouderak"	"Voor de Bourdon 16' Ped is een afzonderlijke lade (zonder sleep) langs de linkerzijwand geplaatst met het pijpwerk in drie rijen: C-Gis en a-d1 aflopend vanaf het front en A-gis in tegengestelde richting daartussen."
"Part12_027Gouderak"	"Het Bourdon Ventiel functioneert als windafsluiter voor deze lade."
"Part12_027Gouderak"	"De trekker Bourdon Vrij Pedaal koppelt de pedaalmechaniek aan deze lade."
"Part12_027Gouderak"	"Via een koppelmechaniek met blindklavier verbonden met de sleep van de Bourdon 16' HW wordt ook de HW-mechaniek aan de pedaallade gekoppeld."
"Part12_027Gouderak"	"De toetsmechanieken zijn grotendeels origineel; alle winkelhaakbalken aan de klaviatuurzijde werden in 1994 gereconstrueerd naar voorbeeld van het nog originele exemplaar bij de lade van het Ped."
"Part12_027Gouderak"	"In de drie torens van het front spreken C-e van de Prestant 8', de beide tussenvelden zijn stom."
"Part12_027Gouderak"	"Grenen pijpwerk is aanwezig voor Bourdon 16' (C-d1) en Holpijp 8' (C-H)."
"Part12_027Gouderak"	"A-d1 van de Bourdon 16' hebben lange pijpvoeten, F-Gis en H diagonale houten spraakstukken voor de labia."
"Part12_027Gouderak"	"C-Gis van de Viola di Gamba 8' en de Salicionaal 8' zijn gecombineerd met de Holpijp 8'."
"Part12_027Gouderak"	"Van de Roerfluit 4' zijn fis2-f3 cilindrisch, open."
"Part12_027Gouderak"	"De Cornet D is opgesteld op een tweetal extra pijpstokken direct boven op de eigenlijke stok."
"Part12_027Gouderak"	"Een 31-tal originele pijpen van het in 1960 verwijderde register kon in 1994 worden herplaatst; origineel zijn thans de cis-kant (behalve 4' f1-f3 en 2' a2-h2) alsmede b2-c3 van beide octaafkoren plus d3 van het tertskoor."
"Part12_027Gouderak"	"Het open pijpwerk is merendeels voorzien van expressions: Viola di Gamba 8' (A-gis2 en b2-h2; a2 stemkrul), Salicionaal 8' (A-h2) , Prestant 8' (C-gis2 en b2), Octaaf 4' (C-c2), Quint 3' (C-f1), Octaaf 2' (C-c1 en d1) en Cornet (4' c1-h1; 2 2/3' c1-dis1)."
"Part12_027Gouderak"	"Zijbaarden zijn alleen aanwezig bij het gedekte metalen pijpwerk."
"Part12_027Gouderak"	"De Trompet 8' heeft flauw trechtervormige metalen stevels met open voet en messing stevelband, c3-f3 hebben in hout verlengde stemkrukken."
"Part12_028Gravenhagekath"	"In het front staan F-H van de Prestant 8'; de zijvelden zijn stom."
"Part12_028Gravenhagekath"	"C-E zijn open houten binnenpijpen (afgevoerd), c-f3 staan op de lade (metaal)."
"Part12_028Gravenhagekath"	"De lade van het HW is ingedeeld in hele tonen vanuit het midden naar weerszijden aflopend met de Cis-zijde rechts."
"Part12_028Gravenhagekath"	"De Salicionaal 8' is van C-H gecombineerd met de Holpijp."
"Part12_028Gravenhagekath"	"C-H van de Holpijp 8' zijn van hout (gedekt), het vervolg is van metaal (gedekt)."
"Part12_028Gravenhagekath"	"Van de Gedekt Fluit 4' zijn C-g2 van metaal (gedekt), het vervolg is open, conisch."
"Part12_028Gravenhagekath"	"De Quint D 2 2/3' is gemaakt van pijpwerk uit de oude Bourdon 16'."
"Part12_028Gravenhagekath"	"De lade van het ZwW is als volgt ingedeeld: C-Fis en a-f3 in hele tonen vanuit het midden aflopend; G-gis in tertsen aan weerszijden."
"Part12_028Gravenhagekath"	"De C-zijde bevindt zich rechts."
"Part12_028Gravenhagekath"	"C-B van de Gamba 8' zijn gecombineerd met de Bourdon 8'."
"Part12_028Gravenhagekath"	"De Bourdon 8' is geheel van metaal, gedekt."
"Part12_028Gravenhagekath"	"De Roerfluit 4' is geheel van metaal, C-f2 met roeren, het hoogste octaaf open, conisch."
"Part12_028Gravenhagekath"	"De Piccolo 2' is geheel conisch."
